ID_OFERTA;DATA_COLETA;ITEM_ORIGINAL;ITEM_NORMALIZADO;GRUPO_COMPARAVEL;LOJA;TIPO_CANAL;MARCA;DESCRICAO_COMERCIAL;MODELO_REFERENCIA;MATERIAL;ACABAMENTO_COR;MEDIDA_PRINCIPAL;UNIDADE_MEDIDA;TIPO_PRODUTO;PRECO_LISTA;PRECO_PIX;PRECO_UTILIZADO;PRECISAO_FONTE;CLASSIFICACAO_COMPARABILIDADE;NIVEL_PRODUTO;OBSERVACAO_ANALITICA;URL_FONTE;IMAGEM_LOCAL;IMAGEM_LEGENDA
135;2026-05-19;SIFÃO;Sifão;Sifão duplo;Magalu;Marketplace;Blukit;Sifão Tubo Extensivo Duplo Branco 1,10m - Blukit;;Plástico / elastômeros;Branco;1,10;m;Sifão duplo;59.9;59.9;59.9;Lista de busca;C;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/sifao%2Bduplo%2Bblukit/;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de sifão/tubo extensivo Blukit.
136;2026-05-19;SIFÃO;Sifão;Sifão duplo;Magalu;Marketplace;Blukit;Sifão Tubo Extensivo Duplo Universal Blukit com Porca Branco 1,1m;;Plástico / elastômeros;Branco;1,1;m;Sifão duplo;42.18;42.18;42.18;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/sifao%2Bduplo%2Bblukit/;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de sifão/tubo extensivo Blukit.
137;2026-05-19;SIFÃO;Sifão;Sifão duplo;Magalu;Marketplace;Blukit;Sifão Flexível Duplo Preto PVC 30214 - Blukit;;PVC;Preto;n/i;;Sifão duplo;33.21;33.21;33.21;Lista de busca;C;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/sifao%2Bduplo%2Bblukit/;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de sifão/tubo extensivo Blukit.
138;2026-05-19;SIFÃO;Sifão;Sifão duplo;Magalu;Marketplace;Taivi;Kit 2 Sifões sanfonados duplos 72cm Branco - Taivi;;Plástico / elastômeros;Branco;72;cm;Sifão duplo;27.55;27.55;27.55;Lista de busca;C;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/sifao%2Bduplo%2Bblukit/;;
139;2026-05-19;SIFÃO;Sifão;Sifão duplo;Magalu;Marketplace;Blukit;Sifão extensivo universal pia lavatório duplo branco Blukit;;Plástico / elastômeros;Branco;n/i;;Sifão duplo;26.46;26.46;26.46;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/sifao%2Bblukit%2Bbranco/;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de sifão/tubo extensivo Blukit.
140;2026-05-19;SIFÃO;Sifão;Sifão simples / extensivo;Magalu;Marketplace;Blukit;Sifão Tubo Extensivo Universal 1.10m Branco Blukit;;Plástico / elastômeros;Branco;1,10;m;Sifão simples / extensivo;16.11;16.11;16.11;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/sifao%2Bblukit%2Bbranco/;assets/product-images/blukit_tubo_extensivo_110.png;Imagem pública de referência de sifão/tubo extensivo Blukit.
141;2026-05-19;SIFÃO;Sifão;Sifão com copo;Magalu;Marketplace;Blukit;Sifão Copo Universal Branco PVC 720mm - Blukit;;PVC;Branco;720;m;Sifão com copo;271.46;271.46;271.46;Lista de busca;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/sifao%2Bblukit%2Bbranco/;assets/product-images/blukit_sifao_copo_cromado.png;Imagem pública de referência do sifão com copo cromado Blukit.
142;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Magalu;Marketplace;Blukit;Reparo Caixa Acoplada Completo Acionamento Lateral Blukit;;n/i;n/i;n/i;;Kit / mecanismo universal;197.47;123.99;123.99;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
143;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Magalu;Marketplace;Blukit;Kit Mecanismo Para Caixa Acoplada Universal - Blukit;;n/i;n/i;n/i;;Kit / mecanismo universal;119.7;119.7;119.7;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
144;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Mecanismo de Saída para Caixa Acoplada com Acionamento Superior Blukit;;n/i;n/i;n/i;;Mecanismo de saída;44.91;44.91;44.91;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
145;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de entrada;Magalu;Marketplace;Blukit;Mecanismo de Entrada Para Caixa Acoplada Universal - Blukit;;n/i;n/i;n/i;;Mecanismo de entrada;51.0;44.88;44.88;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
146;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de entrada;Magalu;Marketplace;Blukit;Blukit Mecanismo Caixa Acoplada Entrada Alta/Baixa Pressão 204;;n/i;n/i;n/i;;Mecanismo de entrada;65.43;56.53;56.53;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
147;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Reparo / vedação;Magalu;Marketplace;Blukit;Mecanismo Caixa Acoplada Blukit Bolsa Vedação;;n/i;n/i;n/i;;Reparo / vedação;26.61;23.0;23.0;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
148;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Magalu;Marketplace;Blukit;Mecanismo Acoplado Blukit Kit Universal Lateral 340216-46;;n/i;n/i;n/i;;Kit / mecanismo universal;220.08;160.62;160.62;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
149;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Reparo Caixa Acoplada Saída Universal Blukit;;n/i;n/i;n/i;;Mecanismo de saída;29.26;29.26;29.26;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
150;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Magalu;Marketplace;Blukit;Blukit Mecanismo Caixa Acoplada Acionamento Superior Black;;n/i;Preto;n/i;;Kit / mecanismo universal;44.38;38.34;38.34;Lista de busca;B;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
151;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de entrada;Magalu;Marketplace;Blukit;Mecanismo de Entrada Para Caixa Acoplada Blukit;;n/i;n/i;n/i;;Mecanismo de entrada;38.83;38.83;38.83;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
152;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Mecanismo Saída Convencional/Universal p/ Caixa Acoplada sem Botão - Blukit;;n/i;n/i;n/i;;Mecanismo de saída;40.85;40.85;40.85;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
153;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Blukit Mecanismo Caixa Acoplada Saída Superior Astra;;n/i;n/i;n/i;;Mecanismo de saída;74.53;64.4;64.4;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
154;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de entrada;Magalu;Marketplace;Blukit;Mecanismo Reparo de Entrada Caixa Acoplada Universal 340204-41 Blukit;;n/i;n/i;n/i;;Mecanismo de entrada;58.9;47.61;47.61;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
155;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de entrada;Magalu;Marketplace;Blukit;Mecanismo Entrada Universal para Caixas Acopladas Baixa/Alta Pressão Blukit Branco/Azul;;n/i;Branco;n/i;;Mecanismo de entrada;57.6;55.99;55.99;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
156;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de entrada;Magalu;Marketplace;Blukit;Mecanismo de entrada universal para caixa acoplada Blukit;;n/i;n/i;n/i;;Mecanismo de entrada;52.25;52.25;52.25;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit/;;
157;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Mecanismo Saída Acionamento Duplo Universal 2 pol para Caixa Acoplada - Blukit;;n/i;n/i;n/i;;Mecanismo de saída;264.89;207.17;207.17;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit%2Bacionador%2Bduplo/;;
158;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Mecanismo saída universal para caixa acoplada acion duplo 340515 - Blukit;;n/i;n/i;n/i;;Mecanismo de saída;125.71;125.71;125.71;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit%2Bacionador%2Bduplo/;;
159;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Mecanismo Caixa Acoplada Blukit Saída Superior Astra;;n/i;n/i;n/i;;Mecanismo de saída;74.04;61.13;61.13;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit%2Bastra/;;
160;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Mecanismo de Saída Convencional Universal para Caixa Acoplada sem Botão 340274-41 - Blukit;;n/i;n/i;n/i;;Mecanismo de saída;60.13;60.13;60.13;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit%2Bastra/;;
161;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Kit / mecanismo universal;Magalu;Marketplace;Blukit;Kit Completo para Caixa Acoplada Blukit Acionamento Superior;;n/i;n/i;n/i;;Kit / mecanismo universal;147.26;136.95;136.95;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit%2Bastra/;;
162;2026-05-19;MECANISMO CAIXA ACOP;Mecanismo caixa acoplada;Mecanismo de saída;Magalu;Marketplace;Blukit;Mecanismo de saída para caixa acoplada com saída superior 340274 Blukit;;n/i;n/i;n/i;;Mecanismo de saída;54.89;54.89;54.89;Lista de busca;B;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/mecanismo%2Bcaixa%2Bacoplada%2Bblukit%2Bastra/;;
163;2026-05-19;GRELHA QUAD.P/CX SIF;Grelha quadrada para caixa sifonada;Grelha / caixa sifonada quadrada;Magalu;Marketplace;Herc;Grelha quadrada caixa sifonada 100 - Herc;;n/i;n/i;n/i;;Grelha / caixa sifonada quadrada;8.76;8.76;8.76;Lista de busca;D;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/grelha%2Bnr%2B50%2Bquadrada%2Bbr%2Bp%2Bcaixa%2Bsifonada%2B100/;;
164;2026-05-19;GRELHA QUAD.P/CX SIF;Grelha quadrada para caixa sifonada;Grelha / caixa sifonada quadrada;Magalu;Marketplace;Novii;Grelha para caixa sifonada quadrada 150mm black matte Elleve Novii Ralo Linear preta;;n/i;Preto;150;m;Grelha / caixa sifonada quadrada;332.67;332.67;332.67;Lista de busca;D;Acabamento superior;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/grelha%2Bnr%2B50%2Bquadrada%2Bbr%2Bp%2Bcaixa%2Bsifonada%2B100/;;
165;2026-05-19;GRELHA QUAD.P/CX SIF;Grelha quadrada para caixa sifonada;Grelha / caixa sifonada quadrada;Magalu;Marketplace;Herc;Caixa Sifonada Quadrada 100 x 100 x 50 - Herc;;n/i;n/i;n/i;;Grelha / caixa sifonada quadrada;28.68;28.68;28.68;Lista de busca;D;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/grelha%2Bnr%2B50%2Bquadrada%2Bbr%2Bp%2Bcaixa%2Bsifonada%2B100/;;
166;2026-05-19;GRELHA QUAD.P/CX SIF;Grelha quadrada para caixa sifonada;Grelha / caixa sifonada quadrada;Magalu;Marketplace;Herc;Caixa sifonada quadrada 100 x 100 x 50 - Herc;;n/i;n/i;n/i;;Grelha / caixa sifonada quadrada;18.91;18.91;18.91;Lista de busca;D;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazineluiza.com.br/busca/grelha%2Bnr%2B50%2Bquadrada%2Bbr%2Bp%2Bcaixa%2Bsifonada%2B100/;;
167;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora de Pressão Blukit para Caixas DÁgua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;118.66;118.66;118.66;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
168;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Pádova;Válvula Transferidora de Pressão Ducha Max para Caixa Dágua Pádova;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;214.96;214.96;214.96;Lista de busca;A;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;;
169;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora Pressão Blukit Caixas Dágua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;170.91;170.91;170.91;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
170;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora de Pressão Caixa DÁgua Blukit Duchão / Neo Press;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;124.2;124.2;124.2;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
171;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora Pressão Blukit Caixas Dágua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;151.91;151.91;151.91;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
172;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora Pressão Blukit Caixas Dágua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;141.46;141.46;141.46;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
173;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Censi;Válvula Transferidora de Pressão para Caixa DÁgua Censi;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;122.32;122.32;122.32;Lista de busca;A;Funcional básico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;;
174;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula alternadora de pressão caixas dágua Blukit;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;200.87;200.87;200.87;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
175;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora Pressão Blukit Caixas Dágua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;110.11;110.11;110.11;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
176;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora de Pressão Blukit para Caixa Dágua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;151.91;151.91;151.91;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
177;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora de Pressão Blukit para Caixas DÁgua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;179.55;179.55;179.55;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
178;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora de Pressão Para Caixa DÁgua Blukit;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;194.18;194.18;194.18;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
179;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora de Pressão Blukit para Caixas DÁgua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;170.91;170.91;170.91;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
180;2026-05-19;VALV ALTER PRESS CX;Válvula alternadora de pressão;Válvula alternadora / transferidora de pressão;Magazine Você / marketplace;Marketplace;Blukit;Válvula Alternadora De Pressão Blukit Duchão Para Caixas Dágua;;n/i;n/i;n/i;;Válvula alternadora / transferidora de pressão;218.16;218.16;218.16;Lista de busca;A;Intermediário técnico;Nova observação de mercado adicionada para ampliar o benchmark comercial.;https://www.magazinevoce.com.br/magazinepegueocupom/busca/v%C3%A1lvula%2Bpressurizadora%2Bpara%2Bcaixa%2Bde%2B%C3%A1gua/;assets/product-images/blukit_valvula_alternadora.png;Imagem pública de referência da Válvula Alternadora de Pressão Blukit.
